id_plot,obs_beta,obs_dTmaxS,obs_dTmaxH,mus_beta,mus_dTmaxS,mus_dTmaxH,LAI_ALS,Hmax,fCover,VCI,LCV,CHM_std,slope,aspect_sin,aspect_cos,northness,twi
41_16,0.914811918664992,-1.52524477098811,-2.20454214242791,0.98539356292931,0.355279914222092,0.726246680505837,3.33557111024857,8.17000579833984,0.977500006556511,0.335088059306145,0.00747459405101836,0.524732053279877,1.8400262594223,0.999992430210114,0.00388601748272777,0.00715035805478692,5.63531017303467
41_17,0.941110574886164,-0.222859525086472,-0.669311373197138,0.933137283458753,0.157586769979508,0.195730356069712,3.0873441696167,36.8299942016602,0.884998202323914,0.562510594725609,0.0455395318567753,1.59475983646181,1.94110092454486,0.172741735985296,-0.271069869647423,-0.416588565407114,5.02860524919298
41_18,1.44032992636647,4.79682899950369,4.36576554987979,1.10203627077917,2.23974667272836,2.65142879284434,0.00998673308640718,3.22000122070313,0.02999999653548,0.168815337121487,0.0284969462114816,1.59475983646181,1.94110092454486,0.172741735985296,-0.271069869647423,-0.416588565407114,5.02860524919298
41_19,1.3267393372292,3.05428801589713,3.14176554987979,1.11669344869702,2.52855733144094,3.00826749661807,0.527927845716476,16.9700012207031,0.665004879236221,0.269581191241741,0.0284969462114816,1.59475983646181,1.94110092454486,0.172741735985296,-0.271069869647423,-0.416588565407114,5.02860524919298
41_21,0.893812141687648,-0.575834934922538,-0.476542142427908,0.941608638137754,0.0509391494551654,0.174196030970004,3.29616177082062,26.9199981689453,1,0.510164923965931,0.0326467351987958,0.960259795188904,0.733505368232727,0.986130774021149,-0.16597019135952,-0.121740020811558,5.05123138427734
41_22,0.845282099635139,-1.25189231197172,-1.42615752704329,0.951047860478948,0.0842190004997585,0.261336611466154,3.38546067476273,24.0200042724609,1,0.519283533096314,0.0324043864384294,1.28137159347534,0.253820329904556,0.959357678890228,-0.282173782587051,-0.0716192573308945,6.80562877655029
41_23,0.763788429003531,-2.05477755787336,-2.87069598858175,0.936873096478225,-0.171915124514,-0.0236802352603718,5.0295302271843,21.4799957275391,1,0.553925901651382,0.0251371474005282,0.887608528137207,0.750432431697846,0.9161496758461,0.400829702615738,0.300797283649445,5.0284366607666
41_24,0.80140958510537,-1.58176936115205,-1.95600368088945,0.93205971815944,-0.207788531866649,-0.113295423102032,4.83391952514648,27.5200042724609,0.997500002384186,0.575334295630455,0.0277693336829543,2.95654392242432,1.44439399242401,0.986527562141418,0.163591861724854,0.236291125416756,3.6803252696991
41_25,0.745461420314576,-2.23271198410287,-2.69561906550483,0.916369317668192,-0.355149435786368,-0.331810069430171,5.48082864284515,33.5299987792969,1,0.595547795295715,0.0313408076763153,1.22474133968353,2.09080767631531,0.965546667575836,-0.260229378938675,-0.544089496135712,3.31024098396301
41_26,0.801971143699977,-1.66024477098811,-1.81023445012022,0.926059527001143,-0.20860815829918,-0.126410851111779,4.69293588399887,35.5499954223633,0.985000923275948,0.580975279211998,0.0395823298022151,1.42797136306763,1.51825666427612,0.811179935932159,0.584795594215393,0.887869954109192,3.6304304599762
41_27,1.08496393762768,0.542074901143036,-0.101157527043292,1.03316208287935,1.10971739411075,1.3647074624722,1.06542681157589,4.45000457763672,0.827500894665718,0.280228026211262,0.00520383706316352,1.59475983646181,1.94110092454486,0.172741735985296,-0.271069869647423,-0.416588565407114,5.02860524919298
41_28,0.916031961751557,-1.29909723000451,-1.99277291165868,0.966934581931812,0.137153038054328,0.369456468397778,3.79909467697144,8.84999847412109,1,0.373739548027515,0.0105725626926869,0.597864151000977,2.76341342926025,0.694039762020111,-0.719936549663544,-1.98948240280151,4.64041614532471
41_29,0.924963466093417,-0.623875918529096,-1.23854214242791,0.968185110283291,0.19673653220909,0.4279884107439,3.17656272649765,9.87999725341797,1,0.438413076102734,0.0161021905951202,0.558112263679504,3.38337206840515,0.742137551307678,-0.670247614383698,-2.26769709587097,3.92683815956116
41_30,1.21340052361763,1.69960768802828,-0.0198498347355997,1.09204331228329,2.24825515985408,2.69432657582409,0.0609616180299781,4.22000122070313,0.110000903252512,0.169590562582016,0.0284969462114816,1.59475983646181,1.94110092454486,0.172741735985296,-0.271069869647423,-0.416588565407114,5.02860524919298
41_31,0.89705246754734,-0.628261164430735,-0.553388296274061,0.963405630889038,0.187229757115262,0.42224871739077,3.2182492017746,13.7099990844727,1,0.464845053851605,0.0221789302304387,0.590953350067139,2.20974111557007,0.553951799869537,-0.832548677921295,-1.83971667289734,6.29937839508057
41_32,0.948152014357763,-0.638711984102866,-0.915234450120215,0.964374287328494,0.17089571291511,0.374396597649886,3.21039295196533,9.95000457763672,1,0.430056490004063,0.0160796465352178,0.440476804971695,2.52045440673828,-0.991052985191345,-0.133467972278595,-0.336399346590042,5.42569971084595
41_33,0.818619739664029,-1.57658903328319,-2.21615752704329,0.958795543791002,0.133317015788686,0.385941647803743,3.59469872713089,17,1,0.523096472024918,0.0272830403409898,0.641132354736328,3.10578036308289,0.999829709529877,-0.0184317920356989,-0.0572448521852493,4.52340841293335
41_34,0.843058445137573,-1.16254655018684,-1.47992675781252,0.960742535850828,0.125209993719773,0.375808197146442,3.70296066999435,14.7200012207031,1,0.500463917851448,0.0203382945619524,0.612852871417999,3.96143865585327,0.00361301051452756,-0.99999326467514,-3.96141219139099,2.67006826400757
41_35,0.954105615461895,-0.177834934922538,-0.202003680889446,0.97694155795774,0.355546409471007,0.610032235844655,2.60820317268372,9.5,1,0.400385342538357,0.0137157759163529,0.494161874055862,0.852236151695252,-0.747869670391083,-0.663845598697662,-0.565753281116486,6.847083568573
41_36,0.813115342926028,-1.48029395131598,-2.03946521935098,0.921206080687243,-0.265511975727842,-0.193579650452145,4.95061105489731,34.3300018310547,1,0.611756220459938,0.0403221864253283,1.06175339221954,0.371448695659637,0.559118628501892,0.829086780548096,0.307963490486145,5.03857851028442
41_37,0.89068382639635,-0.916744770988112,-1.27169598858175,0.936482666531884,-0.162634837926008,-0.0192771579961004,4.75718653202057,27.9299926757813,1,0.614285096526146,0.0347710689529777,1.02264320850372,7.3264045715332,-0.954722046852112,0.297499179840088,2.17959952354431,4.88444995880127
41_38,0.780093677291017,-2.26364641033237,-3.11400368088945,0.920715814870217,-0.298572460718373,-0.283469867338038,4.93214952945709,32.0500030517578,1,0.599203333258629,0.0333364619873464,1.84089815616608,7.65099906921387,-0.936099529266357,0.351735234260559,2.69112682342529,5.33958673477173
41_39,1.31123296208734,4.52911588474959,5.31668862680286,1.09200082084021,2.07627906449824,2.45421063210229,0.000912871735636145,3.97000122070313,0.00499999988824129,0.0414105473610107,0.0284969462114816,1.59475983646181,1.94110092454486,0.172741735985296,-0.271069869647423,-0.416588565407114,5.02860524919298
41_40,0.748709293749603,-2.18397427918483,-2.79515752704329,0.923566715988582,-0.247766065635178,-0.192388363838811,4.71905541419983,34.4600067138672,1,0.599962934851646,0.0361886289902031,1.06244647502899,0.628284394741058,-0.683936536312103,-0.729541480541229,-0.458359509706497,4.51295804977417
41_42,0.687299808798712,-2.58622018082418,-3.59915752704329,0.917168094669402,-0.384477731448265,-0.341789290669173,5.57452714443207,33.6000061035156,1,0.608955875039101,0.0349789001047611,0.955091893672943,1.16228830814362,0.381988495588303,0.924151241779327,1.07414329051971,4.59084224700928
41_43,0.76866206172822,-1.81591690213565,-2.65792675781252,0.926521753843338,-0.246108936268156,-0.160854272411126,5.1080470085144,31.3199920654297,1,0.611067101359367,0.0332315089181066,1.32804214954376,6.89925193786621,-0.999997854232788,-0.00206410652026534,-0.0142412558197975,3.21059846878052
41_44,0.805254942404586,-1.29385132836516,-1.57246521935098,0.928945810319517,-0.134750301642548,-0.0832715544772126,3.90883481502533,33.9100036621094,0.997500002384186,0.568531230092049,0.0372432442381978,1.92624092102051,0.875567018985748,-0.965137362480164,-0.261742621660233,-0.229173570871353,4.18104982376099
41_45,0.838508540673351,-0.902990672627456,-1.35646521935098,0.942797008658506,-0.0582109915896453,0.105731157736902,4.17399257421494,28.7199935913086,1,0.616935178637505,0.0360552025958896,3.39736890792847,1.52915346622467,-0.833487749099731,-0.552537560462952,-0.844914734363556,4.31642246246338
41_46,0.770680942223614,-1.87493329557828,-2.39146521935099,0.921235691453704,-0.264822526094685,-0.22630290690201,4.90554070472717,31.5099945068359,1,0.58268728852272,0.030210567638278,1.428307056427,1.33810341358185,-0.0963128730654716,-0.995351076126099,-1.33188271522522,4.44995260238647
41_47,1.23599364405589,1.01823063884795,0.209765549879785,1.07774922735336,1.73104737564307,2.05688597501387,0.393926847726107,5.01999664306641,0.622499413788319,0.242664948105812,0.0284969462114816,1.59475983646181,1.94110092454486,0.172741735985296,-0.271069869647423,-0.416588565407114,5.02860524919298
41_48,0.991521143208966,-1.10732673820123,-1.85308060396637,0.991190988352916,0.481552559407763,0.835166265497137,2.88078713417053,9.08000183105469,0.97999969124794,0.360232837498188,0.00817695050500333,1.23115360736847,0.508636474609375,0.985623419284821,0.168955385684967,0.0859366208314896,4.72423124313355
41_49,1.43362850030134,4.22236178638894,5.06738093449517,1.08752549162402,1.94375194674048,2.31839837901823,0.251139052212238,5.08999633789063,0.480001218616962,0.261091310530901,0.0284969462114816,1.59475983646181,1.94110092454486,0.172741735985296,-0.271069869647423,-0.416588565407114,5.02860524919298
41_52,0.854557445100254,-1.33863821361106,-1.42538829627406,0.991685529918552,0.560296981061091,1.00798621544471,3.01517081260681,36.1399993896484,0.970002427697182,0.502015687525272,0.0197545026894659,2.33763551712036,1.58706164360046,0.915846228599548,0.401529222726822,0.637251496315002,3.58611392974854
41_54,0.788752558477431,-1.88270378738155,-2.43646521935098,0.905730657845402,-0.515653516425461,-0.493272047776442,6.60095369815826,36.1700057983398,1,0.635896950960159,0.0403741477057338,2.76668548583984,0.887606859207153,0.476032435894013,-0.879427075386047,-0.780584871768951,7.46321535110474
41_55,0.879221804948962,0.165533917536478,0.621227088341323,0.940670098201974,0.0818571659646217,0.201950462747767,3.29034751653671,34.0500030517578,0.96000000834465,0.590865939855576,0.0463746512929598,5.49166202545166,1.40510129928589,0.586051106452942,-0.810274064540863,-1.13851702213287,5.65381669998169
41_56,0.862473061607611,-0.711859525086473,-0.875542142427907,0.93497305736841,-0.0531665917863311,0.056219022034681,4.0164088010788,31.4599914550781,0.97750061750412,0.601068526506424,0.0411111358553171,1.27849435806274,0.534506618976593,-0.576165795326233,-0.81733250617981,-0.436869144439697,8.64485359191895
41_57,0.86775605981393,-1.47501526279139,-1.83254214242791,0.958694135858779,0.0981665631629441,0.340702104870108,3.86174809932709,14.6900024414063,1,0.475291721522808,0.0162847016472369,0.871838986873627,0.692863583564758,-0.124023869633675,-0.99227911233902,-0.687514066696167,7.67315721511841
41_58,0.90859463165191,-1.30053165623401,-1.7638498347356,0.974314099629401,0.34871747665544,0.632509861797819,2.90102636814117,11.1600036621094,1,0.404298700392246,0.0129711986519396,0.683575391769409,1.13722050189972,0.100750535726547,-0.994911313056946,-1.13143348693848,3.91951704025269
41_59,0.78017154475381,-1.33817100049631,-1.1058498347356,0.930487489687488,-0.153403860623719,-0.0323275052584135,4.62502092123032,38.2400054931641,0.970000296831131,0.622253090143204,0.0425740657374263,6.73530960083008,0.691388428211212,-0.227875396609306,-0.973690271377563,-0.673198163509369,5.51585292816162
41_60,0.849149755877448,-1.12245788574221,-1.45646521935098,0.940445050734714,-0.0263570518109359,0.123174088958946,3.96557396650314,27.0899963378906,1,0.566121846437454,0.0329164043068886,2.85602569580078,1.70890629291534,-0.997151970863342,-0.0754173770546913,-0.128880888223648,7.03840255737305
